id,full_name,sets,type,method_family,commit,readme_url,license,audit_depth,selected_source_read,code,weights,training_code,inference_code,evaluation,data,raw_predictions,summary,boundary
gh:mumutw/awesome-jev,MumuTW/awesome-jev,catalogue,catalogue,,0b82038147e9d4a7407949d3afaca5257a496119,https://github.com/MumuTW/awesome-jev/blob/0b82038147e9d4a7407949d3afaca5257a496119/readme.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:nandhakishorm/laya,NandhaKishorM/laya,priority,model,encoder_head,c7527708f9f5220c669d8aa385077cd28d04708a,https://github.com/NandhaKishorM/laya/blob/c7527708f9f5220c669d8aa385077cd28d04708a/README.md,Apache-2.0,README_metadata_and_selected_source,laya/__init__.py; laya/agent.py,available,available,not_located,available,partial,not_located,not_located,"Open, non-autoregressive encoder decision engine: ModernBERT-large (421M) and mmBERT-base (322M) checkpoints with a per-request router; reports 33 ms for one question on a T4.",Public weights and inference code; README comparisons with Jev are self-reported and use different prompts from the vendor’s. Not evidence about Jev’s architecture.
gh:nokia-applied-research/anyjev,nokia-applied-research/AnyJev,priority,adapter,frozen_decoder_readout,54f1b3533639f52a406941706a4fdf08b2193589,https://github.com/nokia-applied-research/AnyJev/blob/54f1b3533639f52a406941706a4fdf08b2193589/README.md,Apache-2.0,README_metadata_and_selected_source,anyjev/calibrate/permute.py; anyjev/readout.py,available,not_applicable,not_located,available,partial,not_located,not_located,"Turns any open LLM into a Jev-style decider from one prefill of its next-token distribution, with label-free permutation calibration (L0) and label-based calibration (L1).","No corresponding paper located; results are README-reported (e.g. BANKING77, n=300)."
gh:notsointresting/awesome-jev-family,notsointresting/awesome-jev-family,catalogue,catalogue,,849c14d33d19a80102da6a239db6aa7a82009508,https://github.com/notsointresting/awesome-jev-family/blob/849c14d33d19a80102da6a239db6aa7a82009508/README.md,NOASSERTION,README_metadata,,,,,,,,,"Separates models, ports, SDKs and evaluations; useful for family relations after checking primary sources.","Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:omnijev/awesome-jev-gallery,OmniJev/awesome-jev-gallery,catalogue,catalogue,,78584215451e55921007605f5a93613776ab543d,https://github.com/OmniJev/awesome-jev-gallery/blob/78584215451e55921007605f5a93613776ab543d/README.md,NOASSERTION,README_metadata,,,,,,,,,Organised by academic threads; its 22 README arXiv IDs are background and do not include the 13 recent core papers.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:omrigotlieb/awesome-jev,Omrigotlieb/awesome-jev,catalogue,catalogue,,8cbf0134b049ac7afa07dce47e5fe27d3cb0a45a,https://github.com/Omrigotlieb/awesome-jev/blob/8cbf0134b049ac7afa07dce47e5fe27d3cb0a45a/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:onmyway133/awesome-jev,onmyway133/awesome-jev,catalogue,catalogue,,bc51dada91430cb0821f7f9cdcec6e824545ac06,https://github.com/onmyway133/awesome-jev/blob/bc51dada91430cb0821f7f9cdcec6e824545ac06/README.md,MIT,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:oxwen11/awesome-jev,oxwen11/awesome-jev,catalogue,catalogue,,e1754dab1aa6eb97f4ea62240c6672835a506dad,https://github.com/oxwen11/awesome-jev/blob/e1754dab1aa6eb97f4ea62240c6672835a506dad/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:pcworm/werr,pCwOrM/werr,priority,model,,2c3138200f1725f0efd8598b8b84729abde67c95,https://github.com/pCwOrM/werr/blob/2c3138200f1725f0efd8598b8b84729abde67c95/README.md,NOASSERTION,README_metadata,,partial,not_applicable,not_located,not_applicable,not_located,not_located,not_located,Jev wire-compatible “zero-memory” decision runtime accompanying the peripheral paper 2609.25498.,Self-reported benchmarks; contested mechanism claims.
gh:pleo2/awesome-jev-agent-skills,Pleo2/awesome-jev-agent-skills,catalogue,catalogue,,42e3d179d25c33c10d20936dc71dac76a4b6bb90,https://github.com/Pleo2/awesome-jev-agent-skills/blob/42e3d179d25c33c10d20936dc71dac76a4b6bb90/README.md,MIT,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:pozapas/jev-calibrated-narrative-coding,pozapas/jev-calibrated-narrative-coding,priority,system,hosted_service,850fe4f0db35f165b56247a53d786cd1dfc12302,https://github.com/pozapas/jev-calibrated-narrative-coding/blob/850fe4f0db35f165b56247a53d786cd1dfc12302/README.md,MIT,README_metadata,,available,not_applicable,not_located,not_applicable,available,restricted,partial,"Replication materials for calibrated crash-narrative coding: schema, asynchronous runner, metrics with tests, figure generators and aggregated outputs.",Narratives and record-level files are not redistributable.
gh:promethe-us/awesome-jev,Promethe-us/awesome-jev,catalogue,catalogue,,636623538eda3c363b8c396880ccdc8aba70d424,https://github.com/Promethe-us/awesome-jev/blob/636623538eda3c363b8c396880ccdc8aba70d424/README.md,MIT,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:punk2898/awesome-jev-verified,punk2898/awesome-jev-verified,catalogue,catalogue,,df84c78c67297ab29f3de615a6abf3e71a94b85c,https://github.com/punk2898/awesome-jev-verified/blob/df84c78c67297ab29f3de615a6abf3e71a94b85c/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:python-world/awesome-jev,Python-World/Awesome-jev,catalogue,catalogue,,b7aefb4add2054507413ddc22cc16f3430c11f6b,https://github.com/Python-World/Awesome-jev/blob/b7aefb4add2054507413ddc22cc16f3430c11f6b/README.md,Apache-2.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:radrebelsam/awesome-jev,RadRebelSam/awesome-jev,catalogue,catalogue,,ff3cc20209dadd455f3b7c534fe7c2b05bd3d6c4,https://github.com/RadRebelSam/awesome-jev/blob/ff3cc20209dadd455f3b7c534fe7c2b05bd3d6c4/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:razorback16/openjev,razorback16/openjev,priority,adapter,diffusion_readout,3e296f085ce88e5da3850288646b3429eb476774,https://github.com/razorback16/openjev/blob/3e296f085ce88e5da3850288646b3429eb476774/README.md,Apache-2.0,README_metadata,,available,not_applicable,not_located,available,not_located,not_located,not_located,"Open Jev-compatible decision server on DiffusionGemma 26B-A4B via vLLM or MLX, with optional image questions and its own confidence definition.",Independent project; interface differences are documented in the README; not the vendor’s algorithm.
gh:rhc98/awesome-jev,rhc98/awesome-jev,catalogue,catalogue,,d95d2123fd69a285bad20b1c1dba9b710ba567e4,https://github.com/rhc98/awesome-jev/blob/d95d2123fd69a285bad20b1c1dba9b710ba567e4/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:robokrunch/awesome-jev,robokrunch/awesome-jev,catalogue,catalogue,,04e9e88a8042d431c4a76431e1ef7b1581c75e61,https://github.com/robokrunch/awesome-jev/blob/04e9e88a8042d431c4a76431e1ef7b1581c75e61/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:rudy2steiner/awesome-jev-hub,rudy2steiner/awesome-jev-hub,catalogue,catalogue,,f52ce8b49694efc7f414c5959ce54fc1cf70bede,https://github.com/rudy2steiner/awesome-jev-hub/blob/f52ce8b49694efc7f414c5959ce54fc1cf70bede/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:scienthoon/jev-ood-calibration,scienthoon/jev-ood-calibration,priority,evaluation,,914d87ab16517f14e833cff63d73b51235b14bd6,https://github.com/scienthoon/jev-ood-calibration/blob/914d87ab16517f14e833cff63d73b51235b14bd6/README.md,MIT,README_metadata,,available,not_applicable,not_located,not_applicable,available,available,available,"Calibration on 3,721 public-benchmark items and 900 synthetic items whose rule is not recoverable from the text; all raw responses published.",Called through a gateway alias without a model version; temperature refits are post-hoc diagnostics.
gh:seeapi/awesome-jev-use-cases,SeeAPI/awesome-jev-use-cases,catalogue,catalogue,,4e8182ec3473b4ed2e7608362f10d6d3f2c358cf,https://github.com/SeeAPI/awesome-jev-use-cases/blob/4e8182ec3473b4ed2e7608362f10d6d3f2c358cf/README.md,CC-BY-4.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:sfzxc/awesome-with-jev,SFzxc/awesome-with-jev,catalogue,catalogue,,,,NOASSERTION,metadata_only_readme_unavailable,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:sontakey/awesome-jev,sontakey/awesome-jev,catalogue,catalogue,,7646105dec45f466973478dbb53842903e4914ce,https://github.com/sontakey/awesome-jev/blob/7646105dec45f466973478dbb53842903e4914ce/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:stainlu/awesome-jev,stainlu/awesome-jev,catalogue,catalogue,,fb2c06950965f6b6bebe4e19a718c36575e256f9,https://github.com/stainlu/awesome-jev/blob/fb2c06950965f6b6bebe4e19a718c36575e256f9/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:supermanc417-alt/awesome-jev-hub,supermanc417-alt/awesome-jev-hub,catalogue,catalogue,,853bf305f9a6ac60f2a89a71cec747ecd3c7aaa8,https://github.com/supermanc417-alt/awesome-jev-hub/blob/853bf305f9a6ac60f2a89a71cec747ecd3c7aaa8/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:tanxarx/awesome-jev,tanxarx/awesome-jev,catalogue,catalogue,,df22adb7b4755fb38d30f9482c5ed016fc89218c,https://github.com/tanxarx/awesome-jev/blob/df22adb7b4755fb38d30f9482c5ed016fc89218c/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:theoleecj/semif,TheoLeeCJ/SemIf,priority,adapter,frozen_decoder_readout,1f2dea3e25379f9dfc98cb83c324f00ab5deda37,https://github.com/TheoLeeCJ/SemIf/blob/1f2dea3e25379f9dfc98cb83c324f00ab5deda37/README.md,MIT,README_metadata_and_selected_source,src/semif_phase1/direct.py,available,not_applicable,not_located,available,partial,not_located,not_located,"Semantic ifs from frozen open models (formerly “OpenJev”): reads option-token probabilities in one pass, with prefix reuse, MLX/MPS/llama.cpp backends and per-workload temperature calibration.","Reproduces the interface pattern, not Jev’s undisclosed model or training (stated in the README). A natural training-free baseline."
gh:thevibeworks/awesome-typesafe-jev,thevibeworks/awesome-typesafe-jev,catalogue,catalogue,,aef592247ef6071828268f535692a30f72f8e6dc,https://github.com/thevibeworks/awesome-typesafe-jev/blob/aef592247ef6071828268f535692a30f72f8e6dc/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:tianyucodings/nanojev,TianyuCodings/NanoJev,priority,model,finetuned_decoder,76fdfc9ecdca45a9bcef17991a07d3041a87685a,https://github.com/TianyuCodings/NanoJev/blob/76fdfc9ecdca45a9bcef17991a07d3041a87685a/README.md,MIT,README_metadata,,available,available,not_located,available,partial,available,not_located,"A 0.6B parallel decision model (“nano replica”) with public weights and dataset, trained on game-control decisions (ViZDoom, maze, Snake).",Game-task results do not generalise to a Jev replacement; its recorded hosted-service cohort is reused by 2609.23886.
gh:typesafe-ai/system-one-adapter-python,typesafe-ai/system-one-adapter-python,priority,adapter,generative_adapter,e1d4cc938204b22fc5a3c3aca7044072fe3f712d,https://github.com/typesafe-ai/system-one-adapter-python/blob/e1d4cc938204b22fc5a3c3aca7044072fe3f712d/README.md,MIT,README_metadata_and_selected_source,src/system_one_adapter/_client.py,available,not_applicable,not_located,available,not_located,not_located,not_located,"Official drop-in replacement for the SDK’s system_one call that routes typed questions to OpenAI, Anthropic, Gemini or compatible LLM APIs, for cost, speed and quality comparisons.","Answers and probabilities come from LLM structured output, not from the Jev model; useful as a matched interface baseline."
gh:typesafe-ai/typesafe-sdk-js,typesafe-ai/typesafe-sdk-js,priority,sdk,hosted_service,66880ccded6cb642dc1809620c2b108c33730214,https://github.com/typesafe-ai/typesafe-sdk-js/blob/66880ccded6cb642dc1809620c2b108c33730214/README.md,MIT,README_metadata,,available,not_applicable,not_located,not_applicable,not_located,not_located,not_located,Official TypeScript/JavaScript client for the TypeSafe API with inferred answer types.,Client only.
gh:typesafe-ai/typesafe-sdk-python,typesafe-ai/typesafe-sdk-python,priority,sdk,hosted_service,0ffd094c72ed9445223060b24ffd7a56aa781fb4,https://github.com/typesafe-ai/typesafe-sdk-python/blob/0ffd094c72ed9445223060b24ffd7a56aa781fb4/README.md,MIT,README_metadata,,available,not_applicable,not_located,not_applicable,not_located,not_located,not_located,"Official Python client for the TypeSafe API: Choice, Score and Noul questions, synchronous and asynchronous.",An open client does not make the model open; weights and training recipe are not public.
gh:v-modal/awesome-jev-tools,v-modal/awesome-jev-tools,catalogue,catalogue,,f117e0c368d6e293bf5fdf99244a1173a6dc2ae0,https://github.com/v-modal/awesome-jev-tools/blob/f117e0c368d6e293bf5fdf99244a1173a6dc2ae0/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:v4fs/awesome-jev-security,v4fs/awesome-jev-security,catalogue,catalogue,,a90f50c4aaaf2d47497a1ff0cbe2413ce44db777,https://github.com/v4fs/awesome-jev-security/blob/a90f50c4aaaf2d47497a1ff0cbe2413ce44db777/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:valentynkit/awesome-jev-typesafe,valentynkit/awesome-jev-typesafe,catalogue,catalogue,,2ef1e454daa3a7b8cfd0852d6e3a3698f6cc9eeb,https://github.com/valentynkit/awesome-jev-typesafe/blob/2ef1e454daa3a7b8cfd0852d6e3a3698f6cc9eeb/readme.md,CC0-1.0,README_metadata,,,,,,,,,"Developer tools, integrations and use cases.","Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:vishnurr2k01/awesome-jev,Vishnurr2k01/awesome-jev,catalogue,catalogue,,e2495ee4050413c969345a7833a6ebdf5f85dc46,https://github.com/Vishnurr2k01/awesome-jev/blob/e2495ee4050413c969345a7833a6ebdf5f85dc46/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:walidboulanouar/awesome-jev-use-cases,walidboulanouar/awesome-jev-use-cases,catalogue,catalogue,,80bd47333db768044cec10b1327c9ca3bb247994,https://github.com/walidboulanouar/awesome-jev-use-cases/blob/80bd47333db768044cec10b1327c9ca3bb247994/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:wh000wh000/awesome-jev-live,wh000wh000/awesome-jev-live,catalogue,catalogue,,0ef4784df96f7502d715ed4e61ad72cd85d132bc,https://github.com/wh000wh000/awesome-jev-live/blob/0ef4784df96f7502d715ed4e61ad72cd85d132bc/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:whyashthakker/awesome-jev-use-cases,whyashthakker/awesome-jev-use-cases,catalogue,catalogue,,74583663fdbb56d9f58f6a211029a6292d32bbbe,https://github.com/whyashthakker/awesome-jev-use-cases/blob/74583663fdbb56d9f58f6a211029a6292d32bbbe/README.md,MIT,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:yangzhou-chaofan/awesome-jev-prompt,yangzhou-chaofan/awesome-jev-prompt,catalogue,catalogue,,2179e9de4420ab7e614ced5904b316f1ae9d89b5,https://github.com/yangzhou-chaofan/awesome-jev-prompt/blob/2179e9de4420ab7e614ced5904b316f1ae9d89b5/README.md,CC0-1.0,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:yibie/awesome-jev,yibie/awesome-jev,catalogue,catalogue,,31bc49fba9d3f8f193c937624acd996354715ae0,https://github.com/yibie/awesome-jev/blob/31bc49fba9d3f8f193c937624acd996354715ae0/README.md,NOASSERTION,README_metadata,,,,,,,,,Widely starred community entry point; stars are not a credibility weight.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:yifan-lan/awesome-jev-robustness,Yifan-Lan/awesome-jev-robustness,priority; catalogue,catalogue,,24c8b505765bc5d3b36530fc3e6b55ab37e62382,https://github.com/Yifan-Lan/awesome-jev-robustness/blob/24c8b505765bc5d3b36530fc3e6b55ab37e62382/README.md,CC0-1.0,README_metadata,,available,not_applicable,not_located,not_applicable,not_located,not_located,not_located,"Curated tests, calibration audits and failure-mode studies of Jev.",Discovery source; entries must be traced to primary evidence.
gh:youzizzz1028/awesome-jev,youzizzz1028/Awesome-Jev,catalogue,guide,,f3703012b0034eefe0d59936c44cd33ea11b2990,https://github.com/youzizzz1028/Awesome-Jev/blob/f3703012b0034eefe0d59936c44cd33ea11b2990/README.md,Apache-2.0,README_metadata,,,,,,,,,"Contains the prior public survey draft “Decisions, Not Tokens”; read in full and compared in docs/related-surveys.md.","Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:yzfly/awesome-jev-zh,yzfly/awesome-jev-zh,catalogue,catalogue,,815909e052cab6b2f93fc05d20c959fd976d5de0,https://github.com/yzfly/awesome-jev-zh/blob/815909e052cab6b2f93fc05d20c959fd976d5de0/README.md,CC0-1.0,README_metadata,,,,,,,,,Chinese-language entry point; cite primary sources instead.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
gh:zhao-tian-yi/awesome-jev,Zhao-Tian-yi/awesome-jev,catalogue,catalogue,,0f5698d20fec3acb246695f14b0ea676649fe714,https://github.com/Zhao-Tian-yi/awesome-jev/blob/0f5698d20fec3acb246695f14b0ea676649fe714/README.md,NOASSERTION,README_metadata,,,,,,,,,Community catalogue audited as a discovery source; entries require primary-source verification.,"Discovery source, not evidence; link counts include unrelated infrastructure and baselines."
