full_name,requested_repo,html_url,description,license,stargazers_count,fork,parent,created_at,pushed_at,commit,commit_date,readme_permanent_url,readme_snapshot,retrieved_at_utc,status,external_candidate_repo_links,overlap_with_hellogumbo,additional_links_vs_hellogumbo,jaccard_with_hellogumbo,readme_arxiv_ids,error
g0runmezadam/what-is-jev,g0runmezadam/what-is-jev,https://github.com/g0runmezadam/what-is-jev,"Independent, source-linked research on TypeSafe AI's Jev (System One), with 947 rubric-scored public repositories, recurring patterns, datasets, and bilingual documentation.",NOASSERTION,1,False,,2026-09-20T06:26:13Z,2026-09-21T06:51:45Z,45b23e98676d0ea399995db90ef46fc13b358122,2026-09-21T06:51:43Z,https://github.com/g0runmezadam/what-is-jev/blob/45b23e98676d0ea399995db90ef46fc13b358122/README.md,sources/github/g0runmezadam__what-is-jev/README.md,2026-09-23T06:18:15.078133+00:00,ok,0,0,0,0.0,[],
ham-zax/awesome-jev,ham-zax/awesome-jev,https://github.com/ham-zax/awesome-jev,,NOASSERTION,0,False,,2026-09-21T18:06:37Z,2026-09-22T19:23:28Z,12edd8469678a9009b9edb676388af4b776dfba0,2026-09-22T19:23:22Z,https://github.com/ham-zax/awesome-jev/blob/12edd8469678a9009b9edb676388af4b776dfba0/README.md,sources/github/ham-zax__awesome-jev/README.md,2026-09-23T06:18:15.321951+00:00,ok,224,131,93,0.147856,[],
hellogumbo/awesome-jev,hellogumbo/awesome-jev,https://github.com/hellogumbo/awesome-jev,"A community directory of projects built on Jev, TypeSafe AI's System One model.",CC0-1.0,151,False,,2026-09-17T15:30:09Z,2026-09-22T10:00:45Z,e2014cdb35d7d699795c8ca28904e8f42568bf45,2026-09-22T10:00:44Z,https://github.com/hellogumbo/awesome-jev/blob/e2014cdb35d7d699795c8ca28904e8f42568bf45/README.md,sources/github/hellogumbo__awesome-jev/README.md,2026-09-23T06:18:16.383789+00:00,ok,793,793,0,1.0,[],
heyjunpenn/awesome-jev,heyjunpenn/awesome-jev,https://github.com/heyjunpenn/awesome-jev,"A verified, community-maintained catalog of 657 open-source projects built with Jev.",MIT,627,False,,2026-09-19T05:14:36Z,2026-09-22T14:48:45Z,24279e3fb0a949ae87abd0d772530c1227cf86a7,2026-09-22T14:48:33Z,https://github.com/heyjunpenn/awesome-jev/blob/24279e3fb0a949ae87abd0d772530c1227cf86a7/README.md,sources/github/heyjunpenn__awesome-jev/README.md,2026-09-23T06:18:16.472679+00:00,ok,620,474,146,0.504792,[],
jellydn/awesome-typesafe,jellydn/awesome-typesafe,https://github.com/jellydn/awesome-typesafe,A curated list of awesome 🔥 TypeScript Typesafe Libraries🔥,NOASSERTION,196,False,,2022-09-12T11:18:06Z,2026-08-05T02:53:33Z,680f31e6fe95dd4deb8a756ca359d0b615b18aac,2026-08-05T02:53:33Z,https://github.com/jellydn/awesome-typesafe/blob/680f31e6fe95dd4deb8a756ca359d0b615b18aac/README.md,sources/github/jellydn__awesome-typesafe/README.md,2026-09-23T06:20:30.746144+00:00,ok,73,1,72,0.001156,[],
jqueryscript/awesome-jev,jqueryscript/awesome-jev,https://github.com/jqueryscript/awesome-jev,"A curated list of TypeSafe Jev resources, SDKs, agents, MCP servers, integrations, benchmarks, examples, and open System One implementations.",NOASSERTION,1,False,,2026-09-19T23:04:03Z,2026-09-23T01:14:45Z,ac4dc5ba37d1a7112b2ec95c19baac2f2155be23,2026-09-23T01:14:12Z,https://github.com/jqueryscript/awesome-jev/blob/ac4dc5ba37d1a7112b2ec95c19baac2f2155be23/README.md,sources/github/jqueryscript__awesome-jev/README.md,2026-09-23T06:18:17.627720+00:00,ok,236,168,68,0.195122,"[""2609.24395""]",
jtnkminimal/awesome-jev,jtnkminimal/awesome-jev,https://github.com/jtnkminimal/awesome-jev,"A curated projects built with Jev, TypeSafe's System One model.",CC0-1.0,3,False,,2026-09-18T19:30:51Z,2026-09-21T12:15:09Z,26960f42cedf3f70c4a46250af6123ea5ab24b72,2026-09-21T12:15:08Z,https://github.com/jtnkminimal/awesome-jev/blob/26960f42cedf3f70c4a46250af6123ea5ab24b72/README.md,sources/github/jtnkminimal__awesome-jev/README.md,2026-09-23T06:20:30.750547+00:00,ok,150,68,82,0.077714,[],
karozi/awesome-jev-resources,karozi/awesome-jev-resources,https://github.com/karozi/awesome-jev-resources,"A curated list of Jev guides, official documentation, and community projects for AI practitioners, product managers, and builders.",NOASSERTION,1,False,,2026-09-21T16:32:54Z,2026-09-21T16:35:29Z,6fc7b2bbb484faf7311f1df4b4371dbea5c79f7c,2026-09-21T16:35:29Z,https://github.com/karozi/awesome-jev-resources/blob/6fc7b2bbb484faf7311f1df4b4371dbea5c79f7c/README.md,sources/github/karozi__awesome-jev-resources/README.md,2026-09-23T06:20:30.782814+00:00,ok,0,0,0,0.0,[],
kraayenjon/awesome-jev,kraayenjon/awesome-jev,https://github.com/kraayenjon/awesome-jev,"A curated list of Jev use cases, projects, SDKs, and resources. Jev is TypeSafe AI's System One model for fast, typed decisions in software — Choice, Score, and Noul with calibrated probabilities.",NOASSERTION,114,False,,2026-09-18T15:43:06Z,2026-09-21T03:09:13Z,22570dcd8662ae039860a1dfad7d7aec4aff8e15,2026-09-21T03:09:11Z,https://github.com/kraayenjon/awesome-jev/blob/22570dcd8662ae039860a1dfad7d7aec4aff8e15/README.md,sources/github/kraayenjon__awesome-jev/README.md,2026-09-23T06:18:17.937922+00:00,ok,137,117,20,0.143911,[],
kydlikebtc/awesome-jev,kydlikebtc/awesome-jev,https://github.com/kydlikebtc/awesome-jev,"805 verified examples of Jev — TypeSafe AI's System One decision model — indexed by the decision each one makes, not the blog that mentioned it. Every cited call site is re-read by CI each week. Bilingual EN/中文, JSON schema, and a cross-platform compatibility table.",NOASSERTION,168,False,,2026-09-22T02:22:54Z,2026-09-23T03:37:11Z,21371283131dba8aa90cf6d00c0669b61820d5f3,2026-09-23T03:37:09Z,https://github.com/kydlikebtc/awesome-jev/blob/21371283131dba8aa90cf6d00c0669b61820d5f3/README.md,sources/github/kydlikebtc__awesome-jev/README.md,2026-09-23T06:18:18.041122+00:00,ok,118,64,54,0.075561,[],
logicrw/awesome-jev-projects,logicrw/awesome-jev-projects,https://github.com/logicrw/awesome-jev-projects,"Awesome Jev: source-backed open-source ecosystem radar, plain-language project discovery, and automatic GitHub sync",MIT,401,False,,2026-09-18T06:41:50Z,2026-09-23T04:58:21Z,a27922ad457389775f4fe4eadcf688afc9d36d83,2026-09-23T04:58:20Z,https://github.com/logicrw/awesome-jev-projects/blob/a27922ad457389775f4fe4eadcf688afc9d36d83/README.md,sources/github/logicrw__awesome-jev-projects/README.md,2026-09-23T06:18:18.180285+00:00,ok,557,302,255,0.288168,[],
mabodx/awesome-jev,mabodx/awesome-jev,https://github.com/mabodx/awesome-jev,"A community directory of open-source projects built on Jev, TypeSafe AI's System One model. Live index: jevusers.com",NOASSERTION,1,False,,2026-09-20T19:08:51Z,2026-09-20T19:21:10Z,badcdf7f86e1b8b7e56f5d396876f0e76d24a0a1,2026-09-20T19:21:09Z,https://github.com/mabodx/awesome-jev/blob/badcdf7f86e1b8b7e56f5d396876f0e76d24a0a1/README.md,sources/github/mabodx__awesome-jev/README.md,2026-09-23T06:20:31.729745+00:00,ok,1296,606,690,0.408631,[],
majiayu000/awesome-jev,majiayu000/awesome-jev,https://github.com/majiayu000/awesome-jev,"A curated list of Jev / TypeSafe System One projects, SDKs, tutorials, and evaluations. English and 简体中文.",CC0-1.0,1,False,,2026-09-18T09:52:59Z,2026-09-23T02:12:38Z,df002eae87c04e995703672034d65de57f7d47f9,2026-09-23T02:12:35Z,https://github.com/majiayu000/awesome-jev/blob/df002eae87c04e995703672034d65de57f7d47f9/README.md,sources/github/majiayu000__awesome-jev/README.md,2026-09-23T06:18:19.559832+00:00,ok,29,28,1,0.035264,[],
notsointresting/awesome-jev-family,notsointresting/awesome-jev-family,https://github.com/notsointresting/awesome-jev-family,"A curated list of decision models similar to, alternatives to, or reimplementations of Jev (TypeSafe AI's System One model for typed decisions).",NOASSERTION,0,False,,2026-09-22T15:53:24Z,2026-09-22T16:04:38Z,849c14d33d19a80102da6a239db6aa7a82009508,2026-09-22T16:04:36Z,https://github.com/notsointresting/awesome-jev-family/blob/849c14d33d19a80102da6a239db6aa7a82009508/README.md,sources/github/notsointresting__awesome-jev-family/README.md,2026-09-23T06:18:19.572642+00:00,ok,58,31,27,0.037805,[],
onmyway133/awesome-jev,onmyway133/awesome-jev,https://github.com/onmyway133/awesome-jev,Awesome projects built with Jev from Typesafe AI,MIT,6,False,,2026-09-21T21:34:27Z,2026-09-21T21:51:03Z,bc51dada91430cb0821f7f9cdcec6e824545ac06,2026-09-21T21:51:01Z,https://github.com/onmyway133/awesome-jev/blob/bc51dada91430cb0821f7f9cdcec6e824545ac06/README.md,sources/github/onmyway133__awesome-jev/README.md,2026-09-23T06:20:32.236059+00:00,ok,111,58,53,0.068558,[],
oxwen11/awesome-jev,oxwen11/awesome-jev,https://github.com/oxwen11/awesome-jev,A curated list of what people built with Jev,CC0-1.0,3,False,,2026-09-17T14:10:56Z,2026-09-21T02:55:33Z,e1754dab1aa6eb97f4ea62240c6672835a506dad,2026-09-21T02:55:31Z,https://github.com/oxwen11/awesome-jev/blob/e1754dab1aa6eb97f4ea62240c6672835a506dad/README.md,sources/github/oxwen11__awesome-jev/README.md,2026-09-23T06:20:32.344454+00:00,ok,188,134,54,0.158205,[],
punk2898/awesome-jev-verified,punk2898/awesome-jev-verified,https://github.com/punk2898/awesome-jev-verified,"A curated list of open-source Jev projects where every entry links to the line of code that calls Jev, and every performance number comes from an independent 2,390-question benchmark.",CC0-1.0,2,False,,2026-09-20T06:52:06Z,2026-09-20T14:16:38Z,df84c78c67297ab29f3de615a6abf3e71a94b85c,2026-09-20T14:16:36Z,https://github.com/punk2898/awesome-jev-verified/blob/df84c78c67297ab29f3de615a6abf3e71a94b85c/README.md,sources/github/punk2898__awesome-jev-verified/README.md,2026-09-23T06:20:32.623209+00:00,ok,117,87,30,0.105711,[],
rhc98/awesome-jev,rhc98/awesome-jev,https://github.com/rhc98/awesome-jev,"Projects built on Jev (TypeSafe AI's System One model), curated by Jev itself.",NOASSERTION,1,False,,2026-09-17T16:28:55Z,2026-09-23T02:10:44Z,d95d2123fd69a285bad20b1c1dba9b710ba567e4,2026-09-23T02:10:43Z,https://github.com/rhc98/awesome-jev/blob/d95d2123fd69a285bad20b1c1dba9b710ba567e4/README.md,sources/github/rhc98__awesome-jev/README.md,2026-09-23T06:18:19.633057+00:00,ok,112,52,60,0.060961,[],
robokrunch/awesome-jev,robokrunch/awesome-jev,https://github.com/robokrunch/awesome-jev,A curated list of resources for Jev — TypeSafe AI's System One decision model. Maintained by RoboKrunch.,CC0-1.0,2,False,,2026-09-19T23:11:42Z,2026-09-23T03:23:57Z,04e9e88a8042d431c4a76431e1ef7b1581c75e61,2026-09-23T03:23:56Z,https://github.com/robokrunch/awesome-jev/blob/04e9e88a8042d431c4a76431e1ef7b1581c75e61/README.md,sources/github/robokrunch__awesome-jev/README.md,2026-09-23T06:18:20.024519+00:00,ok,103,50,53,0.059102,[],
rudy2steiner/awesome-jev-hub,rudy2steiner/awesome-jev-hub,https://github.com/rudy2steiner/awesome-jev-hub,,NOASSERTION,0,False,,2026-09-20T15:33:24Z,2026-09-20T16:59:09Z,f52ce8b49694efc7f414c5959ce54fc1cf70bede,2026-09-20T16:59:06Z,https://github.com/rudy2steiner/awesome-jev-hub/blob/f52ce8b49694efc7f414c5959ce54fc1cf70bede/README.md,sources/github/rudy2steiner__awesome-jev-hub/README.md,2026-09-23T06:20:33.584301+00:00,ok,20,17,3,0.021357,[],
sontakey/awesome-jev,sontakey/awesome-jev,https://github.com/sontakey/awesome-jev,Unofficial list of insanely useful TypeSafe AI Jev / System One projects,NOASSERTION,1,False,,2026-09-18T02:01:05Z,2026-09-22T11:16:12Z,7646105dec45f466973478dbb53842903e4914ce,2026-09-22T11:16:07Z,https://github.com/sontakey/awesome-jev/blob/7646105dec45f466973478dbb53842903e4914ce/README.md,sources/github/sontakey__awesome-jev/README.md,2026-09-23T06:20:33.658209+00:00,ok,68,55,13,0.068238,[],
stainlu/awesome-jev,stainlu/awesome-jev,https://github.com/stainlu/awesome-jev,"Every public project built on Jev, TypeSafe AI's System One model — 5,713 indexed daily, with the ones worth your afternoon hand-read and marked.",CC0-1.0,0,False,,2026-09-22T04:27:07Z,2026-09-22T07:34:58Z,fb2c06950965f6b6bebe4e19a718c36575e256f9,2026-09-22T07:34:56Z,https://github.com/stainlu/awesome-jev/blob/fb2c06950965f6b6bebe4e19a718c36575e256f9/README.md,sources/github/stainlu__awesome-jev/README.md,2026-09-23T06:20:33.912036+00:00,ok,2296,403,1893,0.150037,[],
supermanc417-alt/awesome-jev-hub,supermanc417-alt/awesome-jev-hub,https://github.com/supermanc417-alt/awesome-jev-hub,"A curated hub of the Jev / TypeSafe ""System One"" model ecosystem — concepts, 51 verified projects (12 categories), 10 community lists, official repo screenshots.",NOASSERTION,0,False,,2026-09-22T11:43:43Z,2026-09-22T16:45:22Z,853bf305f9a6ac60f2a89a71cec747ecd3c7aaa8,2026-09-22T16:45:19Z,https://github.com/supermanc417-alt/awesome-jev-hub/blob/853bf305f9a6ac60f2a89a71cec747ecd3c7aaa8/README.md,sources/github/supermanc417-alt__awesome-jev-hub/README.md,2026-09-23T06:18:20.952041+00:00,ok,51,32,19,0.039409,[],
tanxarx/awesome-jev,tanxarx/awesome-jev,https://github.com/tanxarx/awesome-jev,All things awesome related to Jev,CC0-1.0,10,False,,2026-09-18T09:42:13Z,2026-09-22T09:10:29Z,df22adb7b4755fb38d30f9482c5ed016fc89218c,2026-09-22T08:55:09Z,https://github.com/tanxarx/awesome-jev/blob/df22adb7b4755fb38d30f9482c5ed016fc89218c/README.md,sources/github/tanxarx__awesome-jev/README.md,2026-09-23T06:20:34.260541+00:00,ok,120,60,60,0.07034,[],
thevibeworks/awesome-typesafe-jev,thevibeworks/awesome-typesafe-jev,https://github.com/thevibeworks/awesome-typesafe-jev,"Curated list of projects built on TypeSafe's Jev model, read before listed. With media and our own measurements. Not affiliated with TypeSafe AI.",NOASSERTION,1,False,,2026-09-18T12:32:32Z,2026-09-18T19:55:57Z,aef592247ef6071828268f535692a30f72f8e6dc,2026-09-18T19:55:54Z,https://github.com/thevibeworks/awesome-typesafe-jev/blob/aef592247ef6071828268f535692a30f72f8e6dc/README.md,sources/github/thevibeworks__awesome-typesafe-jev/README.md,2026-09-23T06:20:35.195626+00:00,ok,1094,385,709,0.256325,[],
v-modal/awesome-jev-tools,v-modal/awesome-jev-tools,https://github.com/v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,NOASSERTION,667,False,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,f117e0c368d6e293bf5fdf99244a1173a6dc2ae0,2026-09-19T17:02:33Z,https://github.com/v-modal/awesome-jev-tools/blob/f117e0c368d6e293bf5fdf99244a1173a6dc2ae0/README.md,sources/github/v-modal__awesome-jev-tools/README.md,2026-09-23T06:20:35.244510+00:00,ok,151,107,44,0.127838,[],
v4fs/awesome-jev-security,v4fs/awesome-jev-security,https://github.com/v4fs/awesome-jev-security, Basic triage for security issues using SSVC and Jev,NOASSERTION,0,False,,2026-09-20T04:42:50Z,2026-09-21T02:09:52Z,a90f50c4aaaf2d47497a1ff0cbe2413ce44db777,2026-09-21T02:09:34Z,https://github.com/v4fs/awesome-jev-security/blob/a90f50c4aaaf2d47497a1ff0cbe2413ce44db777/README.md,sources/github/v4fs__awesome-jev-security/README.md,2026-09-23T06:20:35.853186+00:00,ok,0,0,0,0.0,[],
valentynkit/awesome-jev-typesafe,valentynkit/awesome-jev-typesafe,https://github.com/valentynkit/awesome-jev-typesafe,"Typed decisions with TypeSafe's Jev, the first System One model",CC0-1.0,130,False,,2026-09-18T17:22:58Z,2026-09-22T10:51:48Z,2ef1e454daa3a7b8cfd0852d6e3a3698f6cc9eeb,2026-09-22T10:51:47Z,https://github.com/valentynkit/awesome-jev-typesafe/blob/2ef1e454daa3a7b8cfd0852d6e3a3698f6cc9eeb/readme.md,sources/github/valentynkit__awesome-jev-typesafe/README.md,2026-09-23T06:18:21.520322+00:00,ok,311,245,66,0.285215,[],
walidboulanouar/awesome-jev-use-cases,walidboulanouar/awesome-jev-use-cases,https://github.com/walidboulanouar/awesome-jev-use-cases,"Awesome list of TypeSafe AI Jev use cases: 74 demos ranked by likes, 150+ GitHub repos, limits, cost and API examples. CC0, sponsored by AY Automate.",CC0-1.0,116,False,,2026-09-19T18:01:10Z,2026-09-21T16:47:50Z,80bd47333db768044cec10b1327c9ca3bb247994,2026-09-21T16:47:47Z,https://github.com/walidboulanouar/awesome-jev-use-cases/blob/80bd47333db768044cec10b1327c9ca3bb247994/README.md,sources/github/walidboulanouar__awesome-jev-use-cases/README.md,2026-09-23T06:20:35.921794+00:00,ok,145,118,27,0.143902,[],
wh000wh000/awesome-jev-live,wh000wh000/awesome-jev-live,https://github.com/wh000wh000/awesome-jev-live,"Awesome Jev — evidence-graded index of TypeSafe System One: SDKs, MCP tools, agents, apps and open models. 20 languages, rebuilt every 2 hours.",NOASSERTION,15,False,,2026-09-18T13:37:03Z,2026-09-23T04:35:21Z,0ef4784df96f7502d715ed4e61ad72cd85d132bc,2026-09-23T04:35:11Z,https://github.com/wh000wh000/awesome-jev-live/blob/0ef4784df96f7502d715ed4e61ad72cd85d132bc/README.md,sources/github/wh000wh000__awesome-jev-live/README.md,2026-09-23T06:18:21.791583+00:00,ok,649,217,432,0.177143,[],
whyashthakker/awesome-jev-use-cases,whyashthakker/awesome-jev-use-cases,https://github.com/whyashthakker/awesome-jev-use-cases,Awesome list of Jev use cases. Compared with GPT Models (LLMs) across on cost and speed.,MIT,12,False,,2026-09-20T05:55:32Z,2026-09-20T10:46:08Z,74583663fdbb56d9f58f6a211029a6292d32bbbe,2026-09-20T10:46:06Z,https://github.com/whyashthakker/awesome-jev-use-cases/blob/74583663fdbb56d9f58f6a211029a6292d32bbbe/README.md,sources/github/whyashthakker__awesome-jev-use-cases/README.md,2026-09-23T06:20:36.829038+00:00,ok,1,0,1,0.0,[],
yangzhou-chaofan/awesome-jev-prompt,yangzhou-chaofan/awesome-jev-prompt,https://github.com/yangzhou-chaofan/awesome-jev-prompt,latest top 100 showcases for jev (keep updating) from x / github / latest sources,CC0-1.0,0,False,,2026-09-17T14:48:39Z,2026-09-22T20:47:25Z,2179e9de4420ab7e614ced5904b316f1ae9d89b5,2026-09-22T20:47:23Z,https://github.com/yangzhou-chaofan/awesome-jev-prompt/blob/2179e9de4420ab7e614ced5904b316f1ae9d89b5/README.md,sources/github/yangzhou-chaofan__awesome-jev-prompt/README.md,2026-09-23T06:18:22.022907+00:00,ok,13,10,3,0.012563,[],
yibie/awesome-jev,yibie/awesome-jev,https://github.com/yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",NOASSERTION,1359,False,,2026-09-17T14:23:21Z,2026-09-23T02:34:16Z,31bc49fba9d3f8f193c937624acd996354715ae0,2026-09-23T02:34:14Z,https://github.com/yibie/awesome-jev/blob/31bc49fba9d3f8f193c937624acd996354715ae0/README.md,sources/github/yibie__awesome-jev/README.md,2026-09-23T06:18:22.848676+00:00,ok,269,156,113,0.172185,[],
youzizzz1028/Awesome-Jev,youzizzz1028/Awesome-Jev,https://github.com/youzizzz1028/Awesome-Jev,A collection and survey of Jev,Apache-2.0,1,False,,2026-09-21T14:47:26Z,2026-09-21T15:23:55Z,f3703012b0034eefe0d59936c44cd33ea11b2990,2026-09-21T15:23:52Z,https://github.com/youzizzz1028/Awesome-Jev/blob/f3703012b0034eefe0d59936c44cd33ea11b2990/README.md,sources/github/youzizzz1028__Awesome-Jev/README.md,2026-09-23T06:18:22.861248+00:00,ok,26,24,2,0.030189,"[""2205.14334"", ""2207.05221"", ""2305.05176"", ""2307.13565"", ""2406.18665"", ""2501.10868"", ""2503.15850"", ""2603.22455"", ""2609.15982""]",
yzfly/awesome-jev-zh,yzfly/awesome-jev-zh,https://github.com/yzfly/awesome-jev-zh,Jev / TypeSafe System One 中文精选列表：官方资料、SDK、爆款应用、Agent 工具、开源复现与独立评测，附中文上手指南，每日自动收录 GitHub 热门项目。,CC0-1.0,61,False,,2026-09-18T06:33:02Z,2026-09-23T01:16:31Z,815909e052cab6b2f93fc05d20c959fd976d5de0,2026-09-23T01:16:30Z,https://github.com/yzfly/awesome-jev-zh/blob/815909e052cab6b2f93fc05d20c959fd976d5de0/README.md,sources/github/yzfly__awesome-jev-zh/README.md,2026-09-23T06:18:23.670017+00:00,ok,155,118,37,0.142169,[],
